Id,AthleteId,RecruitType,Year,Ranking,Name,School,CommittedTo,Position,Height,Weight,Stars,Rating,City,StateProvince,Country,HometownInfo Latitude,HometownInfo Longitude,HometownInfo FipsCode
61712,4430821.0,HighSchool,2020,145.0,Kitan Crawford,John Tyler,Texas,CB,71.0,200.0,4,0.9356,Tyler,TX,USA,32.3512601,-95.3010624,48423.0
61713,4429060.0,HighSchool,2020,146.0,Michael Carmody,Mars Area,Notre Dame,OT,77.0,283.0,4,0.9352,Mars,PA,USA,40.6958342,-80.011878,42019.0
61714,4430865.0,HighSchool,2020,147.0,Jay Butterfield,Liberty,Oregon,PRO,78.0,202.0,4,0.9352,Brentwood,CA,USA,37.9317766,-121.6960266,6013.0
61715,4428998.0,HighSchool,2020,148.0,Mitchell Mayes,Leesville Road,Clemson,OG,75.5,306.0,4,0.9346,Raleigh,NC,USA,35.7803977,-78.6390989,37183.0
61716,4429026.0,HighSchool,2020,148.0,Myles Murphy,Dudley,North Carolina,SDE,76.0,280.0,4,0.9342,Greensboro,NC,USA,36.0726355,-79.7919754,37081.0
61575,4428985.0,HighSchool,2020,149.0,Myles Murphy,Hillgrove,Clemson,SDE,77.0,260.0,4,0.934,Powder Springs,GA,USA,33.8595492,-84.683824,13067.0
61717,4688812.0,HighSchool,2020,150.0,Ja'Qurious Conley,Northside,North Carolina,S,74.0,203.0,4,0.9333,Jacksonville,NC,USA,34.7494749,-77.4208221,37133.0
61718,4430884.0,HighSchool,2020,151.0,Kedrick Bingley-Jones,Providence Day School,North Carolina,DT,76.5,266.0,4,0.9331,Charlotte,NC,USA,35.2272,-80.843083,37119.0
61719,4429121.0,HighSchool,2020,152.0,Kalel Mullings,Milton Academy,Michigan,OLB,73.0,220.0,4,0.9329,Boston,MA,USA,42.3602534,-71.0582912,25025.0
61720,4429073.0,HighSchool,2020,153.0,Fadil Diggs,Woodrow Wilson,Texas A&M,WDE,77.0,230.0,4,0.9321,Camden,NJ,USA,39.9448402,-75.1198911,34007.0
61721,4430853.0,HighSchool,2020,154.0,Darrion Henry,Princeton,Ohio State,DT,76.5,279.0,4,0.9321,Cincinnati,OH,USA,39.1014537,-84.5124602,39061.0
61722,unknown,HighSchool,2020,154.0,Jaquavion Fraziars,Dunnellon,Florida,WR,75.5,194.0,4,0.9321,unknown,unknown,unknown,unknown,unknown,unknown
61723,4429080.0,HighSchool,2020,155.0,Jackson Bratton,Muscle Shoals,Alabama,ILB,75.0,233.0,4,0.932,Muscle Shoals,AL,USA,34.7451786,-87.6686733,1033.0
74916,unknown,HighSchool,2020,156.0,Jaquavion Fraziars,Dunnellon,Florida,WR,75.0,194.0,4,0.9317,DUNNELLON,FL,USA,29.0491426,-82.4609331,12083.0
61724,unknown,HighSchool,2020,157.0,Issiah Walker Jr.,Norland,Florida,OT,76.0,309.0,4,0.9308,Miami,FL,USA,25.7742658,-80.1936589,12086.0
61725,4430993.0,HighSchool,2020,158.0,LV Bunkley-Shelton,Junipero Serra,Arizona State,WR,72.0,180.0,4,0.9306,Gardena,CA,USA,33.8963593,-118.3053037,6037.0
61726,unknown,HighSchool,2020,158.0,Muhsin Muhammad III,Myers Park,Texas A&M,WR,72.0,185.0,4,0.9308,Charlotte,NC,USA,35.2272,-80.843083,37119.0
61727,4430838.0,HighSchool,2020,159.0,Rylie Mills,Lake Forest,Notre Dame,SDE,77.0,275.0,4,0.9306,Lake Forest,IL,USA,42.2586342,-87.840625,17097.0
74917,4685144.0,HighSchool,2020,160.0,Moose Muhammad III,Myers Park,Texas A&M,WR,72.0,185.0,4,0.9304,Charlotte,NC,USA,35.2272,-80.843083,37119.0
61729,4429092.0,HighSchool,2020,161.0,Andre Seldon,Belleville,Michigan,CB,68.0,154.0,4,0.93,Belleville,MI,USA,42.2048414,-83.4852106,17163.0
61728,4430438.0,HighSchool,2020,162.0,Edgerrin Cooper,Covington,Texas A&M,OLB,73.5,205.0,4,0.9298,Covington,LA,USA,30.4754702,-90.1009108,21117.0
61730,4429065.0,HighSchool,2020,163.0,Jacolbe Cowan,Providence Day School,Ohio State,DT,77.0,262.0,4,0.9297,Charlotte,NC,USA,35.2272,-80.843083,37119.0
61731,4429070.0,HighSchool,2020,164.0,Shane Illingworth,Norco,Oklahoma State,PRO,78.5,234.0,4,0.9295,Norco,CA,USA,33.9323307,-117.5508901,6065.0
61733,4429130.0,HighSchool,2020,165.0,Jordan Morant,Bergen Catholic,Michigan,S,71.0,212.0,4,0.9294,Oradell,NJ,USA,40.9543943,-74.0308504,34003.0
61732,4685093.0,HighSchool,2020,166.0,Kourt Williams,St. John Bosco,Ohio State,OLB,73.0,216.0,4,0.9291,Bellflower,CA,USA,33.8825705,-118.1167679,6037.0
61735,4429110.0,HighSchool,2020,167.0,Lathan Ransom,Salpointe Catholic,Ohio State,S,72.5,193.0,4,0.9288,Tucson,AZ,USA,32.2228765,-110.9748477,4019.0
61736,4686472.0,HighSchool,2020,168.0,Marvin Mims,Lone Star,Oklahoma,WR,72.0,173.0,4,0.9288,Frisco,TX,USA,33.1506744,-96.8236116,48085.0
61734,4429069.0,HighSchool,2020,169.0,J.J. Evans,Montevallo,Auburn,WR,74.0,185.0,4,0.9285,Montevallo,AL,USA,33.1006746,-86.8641558,1117.0
61737,4433922.0,HighSchool,2020,170.0,Ladarius Tennison,Rockledge,Auburn,ATH,69.0,193.0,4,0.9284,Southwest Brevard Cnty,FL,USA,unknown,unknown,unknown
61738,4430876.0,HighSchool,2020,171.0,Roger Rosengarten,Valor Christian,Washington,OT,77.0,258.0,4,0.9284,Littleton,CO,USA,39.613321,-105.0166498,8005.0
61740,4429156.0,HighSchool,2020,172.0,Myles Slusher,Broken Arrow,Arkansas,S,72.0,181.0,4,0.9282,Broken Arrow,OK,USA,36.0525993,-95.7908195,40143.0
61739,4686769.0,HighSchool,2020,173.0,Ashaad Clayton,Warren Easton,Colorado,RB,72.0,200.0,4,0.928,New Orleans,LA,USA,29.9499323,-90.0701156,22071.0
61744,4431339.0,HighSchool,2020,174.0,Evan Prater,Wyoming,Cincinnati,DUAL,77.0,190.0,4,0.9279,Cincinnati,OH,USA,39.1014537,-84.5124602,39061.0
61741,4429949.0,HighSchool,2020,175.0,Maliq Carr,Oak Park,Purdue,TE,76.0,230.0,4,0.9278,Oak Park,MI,USA,42.4595317,-83.1821445,17031.0
61742,4429081.0,HighSchool,2020,176.0,Ethan Pouncey,Winter Park,Florida,CB,73.0,160.0,4,0.9278,Winter Park,FL,USA,26.13784445,-81.75399813758739,12021.0
61743,4429727.0,HighSchool,2020,177.0,Van Fillinger,Corner Canyon,Utah,SDE,75.5,250.0,4,0.9277,Draper,UT,USA,40.5246711,-111.8638226,49035.0
61745,4692525.0,HighSchool,2020,178.0,Anton Harrison,Archbishop Carroll,Oklahoma,OT,77.0,310.0,4,0.9271,Washington,DC,USA,38.8949855,-77.0365708,11001.0
61746,4685188.0,HighSchool,2020,179.0,Michael Redding III,IMG Academy,Miami,WR,73.0,195.0,4,0.927,Bradenton,FL,USA,27.4989278,-82.5748194,12081.0
61747,4684939.0,HighSchool,2020,180.0,Bryan Robinson,Palm Beach Central,Florida State,WR,73.0,185.0,4,0.9263,West Palm Beach,FL,USA,26.715364,-80.0532942,12099.0
74918,4430886.0,HighSchool,2020,181.0,Kaden Johnson,Minnehaha Academy,Wisconsin,OLB,74.0,235.0,4,0.9261,Minneapolis,MN,USA,44.9772995,-93.2654692,27053.0
61748,4429036.0,HighSchool,2020,182.0,Major Burns,Madison Prep Academy,Georgia,S,74.0,176.0,4,0.9258,Baton Rouge,LA,USA,30.4459596,-91.18738,22033.0
61749,4430888.0,HighSchool,2020,183.0,Jerrin Thompson,Lufkin,Texas,S,72.5,183.0,4,0.9256,Lufkin,TX,USA,31.3386242,-94.7288558,48005.0
61750,unknown,HighSchool,2020,184.0,Antwaun Powell,Indian River,Florida,WDE,75.0,234.0,4,0.9251,Portsmouth,VA,USA,36.8354258,-76.2982742,51740.0
61751,4692023.0,HighSchool,2020,185.0,Kristian Story,Lanett,Alabama,ATH,73.0,210.0,4,0.9246,Lanett,AL,USA,32.8687391,-85.1904971,1017.0
61752,4429767.0,HighSchool,2020,186.0,Emmanuel Forbes,Grenada,Mississippi State,CB,73.0,171.0,4,0.9245,Grenada,MS,USA,33.7690049,-89.8084192,28043.0
61753,4432595.0,HighSchool,2020,187.0,Ozzy Trapilo,Boston College,Boston College,OT,79.0,275.0,4,0.9241,Boston,MA,USA,42.3602534,-71.0582912,25025.0
61754,4430894.0,HighSchool,2020,188.0,Caziah Holmes,Cocoa,Penn State,APB,71.5,179.0,4,0.9233,Cocoa,FL,USA,28.3553873,-80.7318827,12009.0
61755,4431048.0,HighSchool,2020,189.0,Jacobe Covington,Saguaro,Washington,S,73.0,196.0,4,0.9232,Scottsdale,AZ,USA,33.4942189,-111.9260184,4013.0
61758,4430886.0,HighSchool,2020,190.0,Kaden Johnson,unknown,Wisconsin,OLB,74.0,235.0,4,0.9231,Minneapolis,MN,USA,44.9772995,-93.2654692,27053.0
61757,4429126.0,HighSchool,2020,190.0,Darion Green-Warren,Narbonne,Michigan,CB,72.0,187.0,4,0.9232,Harbor City,CA,USA,33.7972822,-118.3004717,6037.0
61756,4429135.0,HighSchool,2020,191.0,Eric Reed,Calvary Baptist Academy,Auburn,S,73.0,197.0,4,0.9232,Shreveport,LA,USA,32.5221828,-93.7651944,22017.0
61759,4430836.0,HighSchool,2020,192.0,Chubba Purdy,Perry,Florida State,DUAL,74.0,210.0,4,0.9227,Gilbert,AZ,USA,33.3527632,-111.7890373,4013.0
61761,4429046.0,HighSchool,2020,193.0,Damian Sellers,Saguaro,UCLA,OLB,74.0,224.0,4,0.9224,Scottsdale,AZ,USA,33.4942189,-111.9260184,4013.0
61760,unknown,HighSchool,2020,194.0,Ayden Hector,Eastside Catholic,Stanford,CB,72.0,198.0,4,0.922,Sammamish,WA,USA,47.6088445,-122.0423067,53033.0
61762,4430814.0,HighSchool,2020,195.0,Jake Majors,Prosper,Texas,OC,75.5,283.0,4,0.9218,Prosper,TX,USA,33.2385763,-96.7866058,48085.0
61763,unknown,HighSchool,2020,196.0,Luke Hill,St. Frances Academy,Oregon,CB,71.0,180.0,4,0.9217,Baltimore,MD,USA,39.2908816,-76.610759,24510.0
61764,4692590.0,HighSchool,2020,197.0,Jalin Hyatt,Dutch Fork,Tennessee,WR,72.0,164.0,4,0.9216,Irmo,SC,USA,34.08846885,-81.18021121302588,45063.0
61765,4692044.0,HighSchool,2020,198.0,Jah-Marien Latham,Pickens County,Alabama,DT,75.0,280.0,4,0.9215,Reform,AL,USA,33.378451,-88.0153008,1107.0
61766,4429028.0,HighSchool,2020,199.0,Chris Thompson Jr.,Duncanville,Auburn,S,74.0,199.0,4,0.9215,Duncanville,TX,USA,32.6518004,-96.9083366,48113.0
61767,4692022.0,HighSchool,2020,200.0,Javon Baker,McEachern,Alabama,WR,73.0,196.0,4,0.9214,Powder Springs,GA,USA,33.8595492,-84.683824,13067.0
61768,4429133.0,HighSchool,2020,201.0,Malik Hornsby,Fort Bend Marshall,Arkansas,DUAL,74.0,175.0,4,0.9208,Missouri City,TX,USA,29.6185669,-95.5377215,48157.0
61770,4685092.0,HighSchool,2020,202.0,Ryan Watts,Little Elm,Ohio State,S,74.5,187.0,4,0.9208,Little Elm,TX,USA,33.1626194,-96.9375051,48121.0
61771,4430818.0,HighSchool,2020,203.0,Cole Brevard,Carmel,Penn State,DT,75.0,305.0,4,0.9207,Carmel,IN,USA,39.9788017,-86.1189257,18057.0
61769,4429084.0,HighSchool,2020,204.0,Anthony Richardson,Eastside,Florida,DUAL,76.0,224.0,4,0.9204,Gainesville,FL,USA,29.6519684,-82.3249846,12001.0
61773,4692531.0,HighSchool,2020,205.0,Aaryn Parks,National Christian Academy,Oklahoma,OG,76.0,320.0,4,0.9201,Fort Washington,MD,USA,38.7125305,-77.0124598,24033.0
61772,unknown,HighSchool,2020,206.0,KeAndre Lambert,Maury,Penn State,WR,73.0,176.0,4,0.9198,Norfolk,VA,USA,36.8462923,-76.2929252,51710.0
61774,4429089.0,HighSchool,2020,207.0,Geirean Hatchett,Ferndale,Washington,OG,76.0,279.0,4,0.9197,Ferndale,WA,USA,48.8466698,-122.5897235,53073.0
61775,4692538.0,HighSchool,2020,207.0,Jalin Conyers,unknown,Oklahoma,TE,76.0,220.0,4,0.9199,unknown,unknown,unknown,unknown,unknown,unknown
74919,4692538.0,HighSchool,2020,208.0,Jalin Conyers,Gruver,Oklahoma,TE,76.0,220.0,4,0.9197,Gruver,TX,USA,36.2632168,-101.4045444,48195.0
61776,4429804.0,HighSchool,2020,209.0,Jimmy Calloway,Morrow,Tennessee,WR,72.0,207.0,4,0.9195,Morrow,GA,USA,33.5831662,-84.3393683,13063.0
61778,4430846.0,HighSchool,2020,210.0,Porter Rooks,Myers Park,NC State,WR,73.0,191.0,4,0.9193,Charlotte,NC,USA,35.2272,-80.843083,37119.0
61777,4692024.0,HighSchool,2020,211.0,Malachi Moore,Hewitt-Trussville,Alabama,S,72.0,180.0,4,0.9191,Trussville,AL,USA,33.626629,-86.5549335251678,1073.0
74920,4695580.0,HighSchool,2020,212.0,Malcolm Johnson Jr.,St. Stephen's & St. Agnes,Auburn,WR,73.0,185.0,4,0.9189,Alexandria,VA,USA,38.8051095,-77.0470229,51510.0
61780,4429165.0,HighSchool,2020,213.0,Len'Neth Whitehead,Athens Academy,Tennessee,ILB,74.0,230.0,4,0.9187,Athens,GA,USA,33.9597677,-83.376398,13059.0
61781,4429090.0,HighSchool,2020,214.0,Bryson Washington,C.E. King,Oklahoma,S,74.0,196.0,4,0.9187,Houston,TX,USA,29.7589382,-95.3676974,48201.0
61779,4429054.0,HighSchool,2020,215.0,Darin Turner,Memphis Central,Arkansas,WR,74.5,206.0,4,0.9186,Memphis,TN,USA,35.1490215,-90.0516285,47157.0
61784,4686304.0,HighSchool,2020,216.0,Dominic Bailey,St. Frances Academy,Tennessee,DT,75.0,293.0,4,0.9182,Baltimore,MD,USA,39.2908816,-76.610759,24510.0
61782,4430877.0,HighSchool,2020,217.0,Alex Huntley,Hammond School,South Carolina,DT,75.0,279.0,4,0.9181,Columbia,SC,USA,34.0007493,-81.0343313,45079.0
61783,4686099.0,HighSchool,2020,218.0,Sergio Allen,Peach County,Clemson,ILB,72.5,217.0,4,0.918,Fort Valley,GA,USA,32.5537585,-83.8874084,13225.0
61786,4684942.0,HighSchool,2020,219.0,Jadarius Green-McKnight,Dunbar,Florida State,S,71.0,204.0,4,0.9178,Fort Myers,FL,USA,26.640628,-81.8723084,12071.0
61785,unknown,HighSchool,2020,220.0,RJ Mickens,Southlake Carroll,Clemson,S,72.5,197.0,4,0.9178,Southlake,TX,USA,32.9412363,-97.1341783,48439.0
61787,4431299.0,HighSchool,2020,221.0,Rome Odunze,Bishop Gorman,Washington,WR,75.0,205.0,4,0.9175,Las Vegas,NV,USA,36.1672559,-115.1485163,32003.0
61788,4685186.0,HighSchool,2020,222.0,Tyler Van Dyke,Suffield Academy,Miami,PRO,76.0,212.0,4,0.9173,Glastonbury,CT,USA,41.7123218,-72.608146,9003.0
61789,4429066.0,HighSchool,2020,223.0,Jeff Sims,Sandalwood,Georgia Tech,DUAL,75.0,205.0,4,0.9169,Jacksonville,FL,USA,30.3321838,-81.655651,12031.0
61790,4429094.0,HighSchool,2020,224.0,Demon Clowney,St. Frances Academy,Ole Miss,WDE,76.0,225.0,4,0.9168,Baltimore,MD,USA,39.2908816,-76.610759,24510.0
61793,4429088.0,HighSchool,2020,225.0,Drew Pyne,New Canaan,Notre Dame,PRO,72.0,194.0,4,0.9166,New Canaan,CT,USA,41.146763,-73.4948446,9001.0
61791,unknown,HighSchool,2020,226.0,Jeremiah Pegues,Oxford,Auburn,ATH,74.0,285.0,4,0.9162,Oxford,MS,USA,34.3664127,-89.5187664,28071.0
61792,4431310.0,HighSchool,2020,227.0,Henry Parrish,Columbus,Ole Miss,RB,70.0,183.0,4,0.9162,Miami,FL,USA,25.7742658,-80.1936589,12086.0
61794,unknown,HighSchool,2020,228.0,Johnnie Brown,Sebring,Florida,DT,74.0,250.0,4,0.916,Tampa,FL,USA,27.9477595,-82.458444,12057.0
61795,4429967.0,HighSchool,2020,229.0,Kris Hutson,St. John Bosco,Oregon,WR,70.5,175.0,4,0.9158,Bellflower,CA,USA,33.8825705,-118.1167679,6037.0
61796,unknown,HighSchool,2020,230.0,Ty'kieast Crawford,Carthage,unknown,OT,77.0,335.0,4,0.915,Carthage,TX,USA,32.1570412,-94.338114,48365.0
61798,4429072.0,HighSchool,2020,231.0,Lawrance Toafili,Pinellas Park,Florida State,RB,72.0,180.0,4,0.9143,Largo,FL,USA,27.9094665,-82.7873244,12103.0
61797,unknown,HighSchool,2020,232.0,Akinola Ogunbiyi,Kempner,Texas A&M,OG,75.5,331.0,4,0.9142,Sugar Land,TX,USA,29.6196787,-95.6349463,48157.0
61799,4690794.0,HighSchool,2020,233.0,Jalen Harrell,Champagnat Catholic - Hialeah,Miami,S,74.0,180.0,4,0.9139,Hialeah,FL,USA,25.8575963,-80.2781057,12086.0
61802,4433905.0,HighSchool,2020,234.0,Cameron Roseman-Sinclair,Myers Park,North Carolina,S,71.5,194.0,4,0.9136,Charlotte,NC,USA,35.2272,-80.843083,37119.0
61801,4429172.0,HighSchool,2020,235.0,Traeshon Holden,Narbonne,Alabama,WR,75.0,195.0,4,0.9132,Harbor City,CA,USA,33.7972822,-118.3004717,6037.0
61803,4429174.0,HighSchool,2020,236.0,Kevin Bauman,Red Bank Catholic,Notre Dame,TE,77.0,238.0,4,0.9128,Red Bank,NJ,USA,40.3470543,-74.0643065,34025.0
61804,4686907.0,HighSchool,2020,237.0,Logan Jones,Lewis Central,Iowa,DT,75.0,255.0,4,0.9127,Council Bluffs,IA,USA,41.2621283,-95.8613912,19155.0
61806,4429076.0,HighSchool,2020,238.0,Coziah Izzard,DeMatha Catholic,Penn State,DT,75.0,281.0,4,0.9127,Laurel,MD,USA,39.0992752,-76.8483061,24033.0
61805,4429132.0,HighSchool,2020,239.0,Mohamed Kaba,Clinton,South Carolina,ILB,74.0,212.0,4,0.9126,Clinton,NC,USA,34.9979453,-78.3233325,37163.0
61807,4430883.0,HighSchool,2020,240.0,Stephen Dix Jr.,Dr. Phillips,Florida State,OLB,74.0,210.0,4,0.9124,Orlando,FL,USA,28.5421109,-81.3790304,12095.0
61808,4430827.0,HighSchool,2020,241.0,Troy Omeire,Fort Bend Austin,Texas,WR,75.5,206.0,4,0.9123,Sugar Land,TX,USA,29.6196787,-95.6349463,48157.0
61809,4431172.0,HighSchool,2020,242.0,Patrick Jenkins,John Ehret,TCU,DT,74.0,285.0,4,0.9122,Marrero,LA,USA,29.8993723,-90.1003506,22051.0
61810,4429166.0,HighSchool,2020,243.0,Princely Umanmielen,Manor,Florida,SDE,76.0,249.0,4,0.9117,Manor,TX,USA,30.3407629,-97.5569456,48453.0
61811,4432609.0,HighSchool,2020,244.0,Davin Vann,Cary,NC State,DT,73.5,273.0,4,0.9115,Cary,NC,USA,35.7883046,-78.7811964,37183.0
61812,4429139.0,HighSchool,2020,245.0,Makari Paige,West Bloomfield,Michigan,S,75.0,182.0,4,0.9108,West Bloomfield,MI,USA,42.5679,-83.3733,36069.0
61814,4432323.0,HighSchool,2020,246.0,Morven Joseph,Lake Gibson,Tennessee,WDE,74.0,220.0,4,0.9106,Lakeland,FL,USA,28.0394654,-81.9498042,12105.0
61813,4430866.0,HighSchool,2020,247.0,Desmond Tisdol,Wilcox County,Auburn,ILB,72.0,215.0,4,0.9104,Rochelle,GA,USA,31.9510105,-83.4562744,13315.0
61815,4429129.0,HighSchool,2020,247.0,Michael Drennen II,Dublin Coffman,Kentucky,APB,71.0,196.0,4,0.9103,Dublin,OH,USA,40.0992294,-83.1140771,39049.0
74921,4429129.0,HighSchool,2020,248.0,Michael Drennen,Dublin Coffman,Kentucky,APB,71.0,196.0,4,0.9101,Dublin,OH,USA,40.0992294,-83.1140771,39049.0
61816,4429142.0,HighSchool,2020,249.0,Nazir Stackhouse,Columbia,Georgia,DT,75.5,306.0,4,0.9097,Decatur,GA,USA,33.7737582,-84.296069,13089.0
61817,4430841.0,HighSchool,2020,250.0,Carson Beck,Mandarin,Georgia,PRO,76.5,226.0,4,0.9095,Jacksonville,FL,USA,30.3321838,-81.655651,12031.0
61819,4430892.0,HighSchool,2020,251.0,Josaih Hayes,Horn Lake,Kentucky,DT,74.0,308.0,4,0.9093,Horn Lake,MS,USA,34.9553719,-90.0348139,28033.0
61818,4429242.0,HighSchool,2020,252.0,Jordan Banks,Narbonne,Arizona State,OLB,73.0,228.0,4,0.9091,Harbor City,CA,USA,33.7972822,-118.3004717,6037.0
61820,4685740.0,HighSchool,2020,253.0,Max Johnson,Oconee County,LSU,PRO,76.5,216.0,4,0.909,Watkinsville,GA,USA,33.8628959,-83.4087709,13219.0
61821,4429970.0,HighSchool,2020,254.0,Ruben Hyppolite II,McArthur,Maryland,OLB,72.0,225.0,4,0.9089,Hollywood,FL,USA,26.0112014,-80.1494901,12011.0
61823,unknown,HighSchool,2020,255.0,RJ Moten,Delran,Michigan,S,72.0,200.0,4,0.9083,unknown,unknown,unknown,unknown,unknown,unknown
61822,4430874.0,HighSchool,2020,255.0,Miles Brooks,Trinity Christian Academy,Georgia Tech,CB,74.0,185.0,4,0.9086,Jacksonville,FL,USA,30.3321838,-81.655651,12031.0
61824,4431380.0,HighSchool,2020,256.0,Eric Shaw,unknown,South Carolina,ATH,76.0,205.0,4,0.9077,Notasulga,AL,USA,32.5566305,-85.66949976609848,1087.0
74922,unknown,HighSchool,2020,256.0,RJ Moten,Delran,Michigan,S,72.0,200.0,4,0.908,Delran,NJ,USA,40.0179845,-74.94348457116372,34005.0
74923,4431380.0,HighSchool,2020,257.0,Eric Shaw,Reeltown,South Carolina,ATH,76.0,205.0,4,0.9076,Notasulga,AL,USA,32.5566305,-85.66949976609848,1087.0
61825,4429119.0,HighSchool,2020,258.0,Parker McQuarrie,St. Paul's School,UCLA,PRO,79.0,220.0,4,0.9076,Weare,NH,USA,43.094966,-71.73111,33011.0
61826,4686255.0,HighSchool,2020,259.0,Marcus Fleming,Northwestern,Nebraska,WR,69.5,160.0,4,0.9072,Miami,FL,USA,25.7742658,-80.1936589,12086.0
61827,4429052.0,HighSchool,2020,260.0,Kevin Swint,Carrollton,Clemson,ILB,74.5,243.0,4,0.9072,Carrollton,GA,USA,33.5801103,-85.0766113,13045.0
61829,4430829.0,HighSchool,2020,261.0,Michael Alaimo,St. Joseph Regional,Purdue,PRO,76.5,214.0,4,0.9071,Montvale,NJ,USA,41.0467635,-74.0229173,34003.0
61830,4429463.0,HighSchool,2020,262.0,Jacolby Criswell,unknown,North Carolina,DUAL,72.5,218.0,4,0.907,Morrilton,AR,USA,35.1509173,-92.7440538,5029.0
74924,4429463.0,HighSchool,2020,262.0,Jacolby Criswell,Morrilton,North Carolina,DUAL,72.0,218.0,4,0.907,Morrilton,AR,USA,35.1509173,-92.7440538,5029.0
61831,4429146.0,HighSchool,2020,263.0,Keontae Jenkins,Frank W. Cox,TCU,CB,70.0,160.0,4,0.9069,Virginia Beach,VA,USA,36.8529841,-75.9774183,51810.0
61828,4429095.0,HighSchool,2020,264.0,Jaylen Garth,Port Neches-Groves,Texas,OT,77.0,285.0,4,0.9069,Port Neches,TX,USA,29.9913244,-93.9585067,48245.0
61833,4433963.0,HighSchool,2020,265.0,Zak Zinter,Buckingham Browne & Nichols School,Michigan,OG,78.0,300.0,4,0.9065,North Andover,MA,USA,42.6839894,-71.1127065,25009.0
61832,4429153.0,HighSchool,2020,266.0,Lideatrick Griffin,Philadelphia,Mississippi State,ATH,70.0,170.0,4,0.9064,Philadelphia,MS,USA,32.7703841,-89.1153488,28099.0
61834,unknown,HighSchool,2020,267.0,Henry Gray,Miami Central,Nebraska,S,72.0,172.0,4,0.9062,Miami,FL,USA,25.7742658,-80.1936589,12086.0
61835,4429189.0,HighSchool,2020,268.0,Xavier Carlton,Juan Diego Catholic,Utah,SDE,79.0,262.0,4,0.9059,Draper,UT,USA,40.5246711,-111.8638226,49035.0
61836,4429102.0,HighSchool,2020,268.0,Marc Britt,unknown,Ole Miss,ATH,74.0,190.0,4,0.9055,Miami,FL,USA,25.7742658,-80.1936589,12086.0
74925,4429102.0,HighSchool,2020,269.0,Marc Britt,Miami Christian School,Ole Miss,ATH,74.0,190.0,4,0.9055,Miami,FL,USA,25.7742658,-80.1936589,12086.0
61837,4429159.0,HighSchool,2020,270.0,Eric Taylor,Hewitt-Trussville,LSU,DT,76.0,280.0,4,0.9055,Trussville,AL,USA,33.626629,-86.5549335251678,1073.0
61838,unknown,HighSchool,2020,271.0,Joshua Braun,Suwannee,Florida,OT,78.0,335.0,4,0.9049,Live Oak,FL,USA,30.2949457,-82.98402,12121.0
61839,4429055.0,HighSchool,2020,272.0,Tirek Murphy,Christ The King Regional,Purdue,RB,71.0,220.0,4,0.9047,Middle Village,NY,USA,40.7182153,-73.87867088764077,36081.0
61840,4429162.0,HighSchool,2020,273.0,Jaiden Francois,South Dade,Nebraska,S,72.0,184.0,4,0.9047,Homestead,FL,USA,25.4718946,-80.4759905,12086.0
61841,4430849.0,HighSchool,2020,273.0,Samuel Anaele,unknown,Kentucky,SDE,76.0,243.0,4,0.9046,Deerfield Beach,FL,USA,26.318342,-80.0996306,12011.0
74926,4430849.0,HighSchool,2020,274.0,Samuel Anaele,McDougal Technical Institute,Kentucky,SDE,76.0,243.0,4,0.9045,Deerfield Beach,FL,USA,26.318342,-80.0996306,12011.0
61842,4429205.0,HighSchool,2020,275.0,Jordan Addison,Tuscarora,Pittsburgh,ATH,71.0,161.0,4,0.9044,Frederick,MD,USA,39.4142186,-77.4109269,24021.0
61844,4432620.0,HighSchool,2020,276.0,Parker Washington,Fort Bend Travis,Penn State,WR,70.0,201.0,4,0.9041,Richmond,TX,USA,29.5821811,-95.7607832,48157.0
61843,4432613.0,HighSchool,2020,277.0,David Vincent-Okoli,The Bullis School,West Virginia,CB,71.0,176.0,4,0.9039,Gaithersburg,MD,USA,39.1434406,-77.2013705,24031.0
61846,4429128.0,HighSchool,2020,278.0,Dwight McGlothern,Klein Oak,LSU,CB,74.0,180.0,4,0.9025,Spring,TX,USA,30.0798826,-95.4172549,48201.0
61848,4429610.0,HighSchool,2020,279.0,Daijun Edwards,Colquitt County,Georgia,RB,70.0,201.0,4,0.9023,Moultrie,GA,USA,31.179998,-83.7887928,13071.0
61845,4429117.0,HighSchool,2020,280.0,Logan Parr,O'Connor,Texas,OG,75.5,280.0,4,0.9023,Helotes,TX,USA,29.5635688,-98.6884208,48029.0
74927,4429077.0,HighSchool,2020,281.0,Keyvone Lee,American Collegiate Academy,Penn State,RB,72.0,210.0,4,0.9021,Clearwater,FL,USA,27.9658533,-82.8001026,12103.0
61849,4429077.0,HighSchool,2020,281.0,Keyvone Lee,unknown,Penn State,RB,72.0,210.0,4,0.9024,Clearwater,FL,USA,27.9658533,-82.8001026,12103.0
61847,4431111.0,HighSchool,2020,282.0,Malcolm Greene,Highland Springs,Clemson,S,70.0,180.0,4,0.9021,Highland Springs,VA,USA,37.5460121,-77.3278441,51087.0
61850,4430665.0,HighSchool,2020,283.0,Kevin Pyne,Milford,Boston College,OT,79.0,275.0,4,0.902,Millis,MA,USA,42.1675975,-71.3578357,25021.0
61851,4433893.0,HighSchool,2020,284.0,Levi Rogers,Woodinville,Stanford,OG,77.0,270.0,4,0.9019,Woodinville,WA,USA,47.7545827,-122.1588902,53033.0
